system_index,date,WRS_PATH,WRS_ROW,CLOUD_COVER,IMAGE_QUALITY
LC08_191024_20130422,2013-04-22,191.0,24.0,3.3,
LC08_191024_20130609,2013-06-09,191.0,24.0,59.65,
LC08_191024_20130727,2013-07-27,191.0,24.0,13.64,
LC08_191024_20130812,2013-08-12,191.0,24.0,8.16,
LC08_191024_20130828,2013-08-28,191.0,24.0,31.06,
LC08_191024_20130913,2013-09-13,191.0,24.0,83.58,
LC08_191024_20130929,2013-09-29,191.0,24.0,16.39,
LC08_191024_20131015,2013-10-15,191.0,24.0,75.78,
LC08_191024_20131031,2013-10-31,191.0,24.0,0.04,
LC08_191024_20131116,2013-11-16,191.0,24.0,93.4,
LC08_191024_20131202,2013-12-02,191.0,24.0,13.36,
LC08_191024_20140204,2014-02-04,191.0,24.0,9.14,
LC08_191024_20140220,2014-02-20,191.0,24.0,67.7,
LC08_191024_20140308,2014-03-08,191.0,24.0,54.74,
LC08_191024_20140425,2014-04-25,191.0,24.0,32.74,
LC08_191024_20140511,2014-05-11,191.0,24.0,51.08,
LC08_191024_20140527,2014-05-27,191.0,24.0,89.64,
LC08_191024_20140612,2014-06-12,191.0,24.0,26.29,
LC08_191024_20140628,2014-06-28,191.0,24.0,99.99,
LC08_191024_20140714,2014-07-14,191.0,24.0,61.16,
LC08_191024_20140730,2014-07-30,191.0,24.0,40.39,
LC08_191024_20140815,2014-08-15,191.0,24.0,55.57,
LC08_191024_20140916,2014-09-16,191.0,24.0,13.57,
LC08_191024_20141002,2014-10-02,191.0,24.0,81.51,
LC08_191024_20141018,2014-10-18,191.0,24.0,74.66,
LC08_191024_20141103,2014-11-03,191.0,24.0,80.66,
LC08_191024_20150106,2015-01-06,191.0,24.0,44.82,
LC08_191024_20150207,2015-02-07,191.0,24.0,56.58,
LC08_191024_20150223,2015-02-23,191.0,24.0,64.3,
LC08_191024_20150412,2015-04-12,191.0,24.0,38.14,
LC08_191024_20150514,2015-05-14,191.0,24.0,78.08,
LC08_191024_20150530,2015-05-30,191.0,24.0,70.7,
LC08_191024_20150615,2015-06-15,191.0,24.0,71.92,
LC08_191024_20150701,2015-07-01,191.0,24.0,4.77,
LC08_191024_20150717,2015-07-17,191.0,24.0,35.28,
LC08_191024_20150802,2015-08-02,191.0,24.0,45.2,
LC08_191024_20150818,2015-08-18,191.0,24.0,51.16,
LC08_191024_20150903,2015-09-03,191.0,24.0,37.09,
LC08_191024_20150919,2015-09-19,191.0,24.0,3.94,
LC08_191024_20151005,2015-10-05,191.0,24.0,3.72,
LC08_191024_20151106,2015-11-06,191.0,24.0,90.37,
LC08_191024_20151208,2015-12-08,191.0,24.0,81.53,
LC08_191024_20160210,2016-02-10,191.0,24.0,100.0,
LC08_191024_20160329,2016-03-29,191.0,24.0,75.91,
LC08_191024_20160430,2016-04-30,191.0,24.0,11.78,
LC08_191024_20160516,2016-05-16,191.0,24.0,79.1,
LC08_191024_20160601,2016-06-01,191.0,24.0,85.56,
LC08_191024_20160703,2016-07-03,191.0,24.0,35.39,
LC08_191024_20160719,2016-07-19,191.0,24.0,95.3,
LC08_191024_20160804,2016-08-04,191.0,24.0,48.65,
LC08_191024_20160820,2016-08-20,191.0,24.0,81.05,
LC08_191024_20160921,2016-09-21,191.0,24.0,62.87,
LC08_191024_20161007,2016-10-07,191.0,24.0,31.29,
LC08_191024_20161023,2016-10-23,191.0,24.0,58.75,
LC08_191024_20161108,2016-11-08,191.0,24.0,58.73,
LC08_191024_20161210,2016-12-10,191.0,24.0,97.63,
LC08_191024_20170111,2017-01-11,191.0,24.0,1.79,
LC08_191024_20170127,2017-01-27,191.0,24.0,2.65,
LC08_191024_20170212,2017-02-12,191.0,24.0,90.29,
LC08_191024_20170228,2017-02-28,191.0,24.0,91.11,
LC08_191024_20170316,2017-03-16,191.0,24.0,33.95,
LC08_191024_20170401,2017-04-01,191.0,24.0,0.35,
LC08_191024_20170417,2017-04-17,191.0,24.0,84.43,
LC08_191024_20170519,2017-05-19,191.0,24.0,0.01,
LC08_191024_20170620,2017-06-20,191.0,24.0,20.14,
LC08_191024_20170706,2017-07-06,191.0,24.0,52.84,
LC08_191024_20170722,2017-07-22,191.0,24.0,17.95,
LC08_191024_20170807,2017-08-07,191.0,24.0,27.52,
LC08_191024_20170823,2017-08-23,191.0,24.0,32.35,
LC08_191024_20170908,2017-09-08,191.0,24.0,99.93,
LC08_191024_20171026,2017-10-26,191.0,24.0,94.62,
LC08_191024_20171127,2017-11-27,191.0,24.0,22.29,
LC08_191025_20130329,2013-03-29,191.0,25.0,71.53,
LC08_191025_20130422,2013-04-22,191.0,25.0,7.3,
LC08_191025_20130609,2013-06-09,191.0,25.0,60.5,
LC08_191025_20130727,2013-07-27,191.0,25.0,1.65,
LC08_191025_20130812,2013-08-12,191.0,25.0,6.26,
LC08_191025_20130828,2013-08-28,191.0,25.0,83.78,
LC08_191025_20130913,2013-09-13,191.0,25.0,94.72,
LC08_191025_20130929,2013-09-29,191.0,25.0,6.22,
LC08_191025_20131015,2013-10-15,191.0,25.0,91.2,
LC08_191025_20131031,2013-10-31,191.0,25.0,0.45,
LC08_191025_20131116,2013-11-16,191.0,25.0,58.01,
LC08_191025_20131202,2013-12-02,191.0,25.0,7.65,
LC08_191025_20131218,2013-12-18,191.0,25.0,88.63,
LC08_191025_20140103,2014-01-03,191.0,25.0,23.89,
LC08_191025_20140119,2014-01-19,191.0,25.0,96.32,
LC08_191025_20140204,2014-02-04,191.0,25.0,44.75,
LC08_191025_20140220,2014-02-20,191.0,25.0,60.98,
LC08_191025_20140308,2014-03-08,191.0,25.0,17.22,
LC08_191025_20140409,2014-04-09,191.0,25.0,86.53,
LC08_191025_20140425,2014-04-25,191.0,25.0,56.72,
LC08_191025_20140511,2014-05-11,191.0,25.0,85.47,
LC08_191025_20140612,2014-06-12,191.0,25.0,43.47,
LC08_191025_20140628,2014-06-28,191.0,25.0,87.21,
LC08_191025_20140714,2014-07-14,191.0,25.0,50.96,
LC08_191025_20140730,2014-07-30,191.0,25.0,81.66,
LC08_191025_20140815,2014-08-15,191.0,25.0,76.24,
LC08_191025_20140831,2014-08-31,191.0,25.0,94.89,
LC08_191025_20140916,2014-09-16,191.0,25.0,11.62,
LC08_191025_20141002,2014-10-02,191.0,25.0,71.02,
LC08_191025_20141018,2014-10-18,191.0,25.0,62.42,
LC08_191025_20141103,2014-11-03,191.0,25.0,96.05,
LC08_191025_20141221,2014-12-21,191.0,25.0,74.64,
LC08_191025_20150106,2015-01-06,191.0,25.0,19.31,
LC08_191025_20150207,2015-02-07,191.0,25.0,3.98,
LC08_191025_20150223,2015-02-23,191.0,25.0,73.54,
LC08_191025_20150311,2015-03-11,191.0,25.0,87.96,
LC08_191025_20150412,2015-04-12,191.0,25.0,65.65,
LC08_191025_20150514,2015-05-14,191.0,25.0,69.01,
LC08_191025_20150530,2015-05-30,191.0,25.0,92.44,
LC08_191025_20150701,2015-07-01,191.0,25.0,17.78,
LC08_191025_20150717,2015-07-17,191.0,25.0,26.22,
LC08_191025_20150802,2015-08-02,191.0,25.0,84.08,
LC08_191025_20150903,2015-09-03,191.0,25.0,39.78,
LC08_191025_20150919,2015-09-19,191.0,25.0,9.86,
LC08_191025_20151005,2015-10-05,191.0,25.0,29.48,
LC08_191025_20151106,2015-11-06,191.0,25.0,81.23,
LC08_191025_20151122,2015-11-22,191.0,25.0,82.39,
LC08_191025_20151208,2015-12-08,191.0,25.0,58.47,
LC08_191025_20151224,2015-12-24,191.0,25.0,49.15,
LC08_191025_20160109,2016-01-09,191.0,25.0,91.35,
LC08_191025_20160226,2016-02-26,191.0,25.0,34.11,
LC08_191025_20160313,2016-03-13,191.0,25.0,87.87,
LC08_191025_20160329,2016-03-29,191.0,25.0,56.04,
LC08_191025_20160430,2016-04-30,191.0,25.0,0.89,
LC08_191025_20160516,2016-05-16,191.0,25.0,73.33,
LC08_191025_20160601,2016-06-01,191.0,25.0,70.52,
LC08_191025_20160703,2016-07-03,191.0,25.0,38.43,
LC08_191025_20160719,2016-07-19,191.0,25.0,72.69,
LC08_191025_20160804,2016-08-04,191.0,25.0,10.13,
LC08_191025_20160820,2016-08-20,191.0,25.0,53.05,
LC08_191025_20160905,2016-09-05,191.0,25.0,82.75,
LC08_191025_20160921,2016-09-21,191.0,25.0,83.36,
LC08_191025_20161007,2016-10-07,191.0,25.0,37.26,
LC08_191025_20161023,2016-10-23,191.0,25.0,75.48,
LC08_191025_20161108,2016-11-08,191.0,25.0,45.13,
LC08_191025_20161210,2016-12-10,191.0,25.0,87.5,
LC08_191025_20170111,2017-01-11,191.0,25.0,11.87,
LC08_191025_20170127,2017-01-27,191.0,25.0,2.98,
LC08_191025_20170228,2017-02-28,191.0,25.0,77.88,
LC08_191025_20170316,2017-03-16,191.0,25.0,9.38,
LC08_191025_20170401,2017-04-01,191.0,25.0,0.11,
LC08_191025_20170503,2017-05-03,191.0,25.0,69.51,
LC08_191025_20170519,2017-05-19,191.0,25.0,0.01,
LC08_191025_20170620,2017-06-20,191.0,25.0,0.48,
LC08_191025_20170706,2017-07-06,191.0,25.0,40.86,
LC08_191025_20170722,2017-07-22,191.0,25.0,34.5,
LC08_191025_20170807,2017-08-07,191.0,25.0,10.52,
LC08_191025_20170823,2017-08-23,191.0,25.0,34.38,
LC08_191025_20170908,2017-09-08,191.0,25.0,63.77,
LC08_191025_20171026,2017-10-26,191.0,25.0,80.28,
LC08_191025_20171111,2017-11-11,191.0,25.0,65.45,
LC08_191025_20171127,2017-11-27,191.0,25.0,54.54,
LC08_191025_20171213,2017-12-13,191.0,25.0,21.41,
LC08_191026_20130329,2013-03-29,191.0,26.0,73.12,
LC08_191026_20130422,2013-04-22,191.0,26.0,58.11,
LC08_191026_20130609,2013-06-09,191.0,26.0,30.91,
LC08_191026_20130711,2013-07-11,191.0,26.0,77.08,
LC08_191026_20130727,2013-07-27,191.0,26.0,0.91,
LC08_191026_20130812,2013-08-12,191.0,26.0,45.66,
LC08_191026_20130929,2013-09-29,191.0,26.0,42.63,
LC08_191026_20131015,2013-10-15,191.0,26.0,56.13,
LC08_191026_20131031,2013-10-31,191.0,26.0,6.79,
LC08_191026_20131116,2013-11-16,191.0,26.0,99.95,
LC08_191026_20131202,2013-12-02,191.0,26.0,36.69,
LC08_191026_20131218,2013-12-18,191.0,26.0,94.65,
LC08_191026_20140103,2014-01-03,191.0,26.0,46.68,
LC08_191026_20140119,2014-01-19,191.0,26.0,93.2,
LC08_191026_20140204,2014-02-04,191.0,26.0,58.95,
LC08_191026_20140220,2014-02-20,191.0,26.0,61.28,
LC08_191026_20140308,2014-03-08,191.0,26.0,1.34,
LC08_191026_20140409,2014-04-09,191.0,26.0,79.36,
LC08_191026_20140425,2014-04-25,191.0,26.0,63.43,
LC08_191026_20140527,2014-05-27,191.0,26.0,82.26,
LC08_191026_20140612,2014-06-12,191.0,26.0,68.29,
LC08_191026_20140628,2014-06-28,191.0,26.0,54.43,
LC08_191026_20140714,2014-07-14,191.0,26.0,47.55,
LC08_191026_20140730,2014-07-30,191.0,26.0,94.53,
LC08_191026_20140815,2014-08-15,191.0,26.0,83.32,
LC08_191026_20140831,2014-08-31,191.0,26.0,92.71,
LC08_191026_20140916,2014-09-16,191.0,26.0,55.83,
LC08_191026_20141002,2014-10-02,191.0,26.0,71.61,
LC08_191026_20141018,2014-10-18,191.0,26.0,45.41,
LC08_191026_20141103,2014-11-03,191.0,26.0,80.66,
LC08_191026_20141221,2014-12-21,191.0,26.0,76.82,
LC08_191026_20150106,2015-01-06,191.0,26.0,58.76,
LC08_191026_20150122,2015-01-22,191.0,26.0,86.48,
LC08_191026_20150207,2015-02-07,191.0,26.0,17.55,
LC08_191026_20150223,2015-02-23,191.0,26.0,74.75,
LC08_191026_20150412,2015-04-12,191.0,26.0,82.84,
LC08_191026_20150514,2015-05-14,191.0,26.0,59.11,
LC08_191026_20150530,2015-05-30,191.0,26.0,65.57,
LC08_191026_20150701,2015-07-01,191.0,26.0,14.24,
LC08_191026_20150717,2015-07-17,191.0,26.0,4.89,
LC08_191026_20150818,2015-08-18,191.0,26.0,94.96,
LC08_191026_20150903,2015-09-03,191.0,26.0,85.36,
LC08_191026_20150919,2015-09-19,191.0,26.0,31.6,
LC08_191026_20151005,2015-10-05,191.0,26.0,51.84,
LC08_191026_20151106,2015-11-06,191.0,26.0,55.48,
LC08_191026_20151208,2015-12-08,191.0,26.0,89.93,
LC08_191026_20151224,2015-12-24,191.0,26.0,10.53,
LC08_191026_20160109,2016-01-09,191.0,26.0,93.26,
LC08_191026_20160226,2016-02-26,191.0,26.0,35.89,
LC08_191026_20160329,2016-03-29,191.0,26.0,45.84,
LC08_191026_20160430,2016-04-30,191.0,26.0,0.55,
LC08_191026_20160516,2016-05-16,191.0,26.0,89.82,
LC08_191026_20160601,2016-06-01,191.0,26.0,74.74,
LC08_191026_20160617,2016-06-17,191.0,26.0,86.53,
LC08_191026_20160703,2016-07-03,191.0,26.0,57.17,
LC08_191026_20160719,2016-07-19,191.0,26.0,22.78,
LC08_191026_20160804,2016-08-04,191.0,26.0,31.86,
LC08_191026_20160820,2016-08-20,191.0,26.0,18.5,
LC08_191026_20160905,2016-09-05,191.0,26.0,83.27,
LC08_191026_20160921,2016-09-21,191.0,26.0,85.94,
LC08_191026_20161007,2016-10-07,191.0,26.0,79.88,
LC08_191026_20161023,2016-10-23,191.0,26.0,77.33,
LC08_191026_20161108,2016-11-08,191.0,26.0,37.21,
LC08_191026_20161124,2016-11-24,191.0,26.0,98.19,
LC08_191026_20161210,2016-12-10,191.0,26.0,55.88,
LC08_191026_20161226,2016-12-26,191.0,26.0,75.48,
LC08_191026_20170111,2017-01-11,191.0,26.0,10.62,
LC08_191026_20170127,2017-01-27,191.0,26.0,33.49,
LC08_191026_20170228,2017-02-28,191.0,26.0,93.79,
LC08_191026_20170316,2017-03-16,191.0,26.0,8.95,
LC08_191026_20170401,2017-04-01,191.0,26.0,0.13,
LC08_191026_20170417,2017-04-17,191.0,26.0,97.19,
LC08_191026_20170503,2017-05-03,191.0,26.0,76.23,
LC08_191026_20170519,2017-05-19,191.0,26.0,0.07,
LC08_191026_20170620,2017-06-20,191.0,26.0,0.12,
LC08_191026_20170706,2017-07-06,191.0,26.0,13.31,
LC08_191026_20170722,2017-07-22,191.0,26.0,43.37,
LC08_191026_20170807,2017-08-07,191.0,26.0,13.32,
LC08_191026_20170823,2017-08-23,191.0,26.0,10.01,
LC08_191026_20170908,2017-09-08,191.0,26.0,14.14,
LC08_191026_20170924,2017-09-24,191.0,26.0,88.07,
LC08_191026_20171010,2017-10-10,191.0,26.0,89.71,
LC08_191026_20171026,2017-10-26,191.0,26.0,78.75,
LC08_191026_20171111,2017-11-11,191.0,26.0,58.87,
LC08_191026_20171127,2017-11-27,191.0,26.0,80.7,
LC08_191026_20171213,2017-12-13,191.0,26.0,28.6,
LC08_191026_20171229,2017-12-29,191.0,26.0,78.67,
LC08_191027_20130609,2013-06-09,191.0,27.0,31.15,
LC08_191027_20130711,2013-07-11,191.0,27.0,73.66,
LC08_191027_20130727,2013-07-27,191.0,27.0,4.68,
LC08_191027_20130812,2013-08-12,191.0,27.0,40.18,
LC08_191027_20130913,2013-09-13,191.0,27.0,93.18,
LC08_191027_20130929,2013-09-29,191.0,27.0,98.5,
LC08_191027_20131015,2013-10-15,191.0,27.0,9.05,
LC08_191027_20131031,2013-10-31,191.0,27.0,54.63,
LC08_191027_20131116,2013-11-16,191.0,27.0,65.41,
LC08_191027_20131202,2013-12-02,191.0,27.0,5.02,
LC08_191027_20131218,2013-12-18,191.0,27.0,44.18,
LC08_191027_20140103,2014-01-03,191.0,27.0,53.79,
LC08_191027_20140119,2014-01-19,191.0,27.0,93.79,
LC08_191027_20140204,2014-02-04,191.0,27.0,62.5,
LC08_191027_20140220,2014-02-20,191.0,27.0,74.59,
LC08_191027_20140308,2014-03-08,191.0,27.0,7.07,
LC08_191027_20140409,2014-04-09,191.0,27.0,68.92,
LC08_191027_20140425,2014-04-25,191.0,27.0,49.69,
LC08_191027_20140527,2014-05-27,191.0,27.0,78.85,
LC08_191027_20140612,2014-06-12,191.0,27.0,53.6,
LC08_191027_20140628,2014-06-28,191.0,27.0,62.84,
LC08_191027_20140714,2014-07-14,191.0,27.0,80.91,
LC08_191027_20140815,2014-08-15,191.0,27.0,89.28,
LC08_191027_20140831,2014-08-31,191.0,27.0,100.0,
LC08_191027_20140916,2014-09-16,191.0,27.0,61.07,
LC08_191027_20141002,2014-10-02,191.0,27.0,49.43,
LC08_191027_20141018,2014-10-18,191.0,27.0,18.0,
LC08_191027_20141103,2014-11-03,191.0,27.0,31.59,
LC08_191027_20141119,2014-11-19,191.0,27.0,90.09,
LC08_191027_20141205,2014-12-05,191.0,27.0,63.64,
LC08_191027_20141221,2014-12-21,191.0,27.0,67.17,
LC08_191027_20150106,2015-01-06,191.0,27.0,70.57,
LC08_191027_20150122,2015-01-22,191.0,27.0,74.61,
LC08_191027_20150207,2015-02-07,191.0,27.0,15.9,
LC08_191027_20150223,2015-02-23,191.0,27.0,42.13,
LC08_191027_20150311,2015-03-11,191.0,27.0,94.07,
LC08_191027_20150412,2015-04-12,191.0,27.0,65.45,
LC08_191027_20150514,2015-05-14,191.0,27.0,81.72,
LC08_191027_20150530,2015-05-30,191.0,27.0,71.37,
LC08_191027_20150701,2015-07-01,191.0,27.0,11.18,
LC08_191027_20150717,2015-07-17,191.0,27.0,5.68,
LC08_191027_20150818,2015-08-18,191.0,27.0,61.67,
LC08_191027_20150903,2015-09-03,191.0,27.0,92.88,
LC08_191027_20150919,2015-09-19,191.0,27.0,80.47,
LC08_191027_20151005,2015-10-05,191.0,27.0,18.07,
LC08_191027_20151021,2015-10-21,191.0,27.0,50.1,
LC08_191027_20151106,2015-11-06,191.0,27.0,29.44,
LC08_191027_20151208,2015-12-08,191.0,27.0,37.65,
LC08_191027_20151224,2015-12-24,191.0,27.0,13.63,
LC08_191027_20160109,2016-01-09,191.0,27.0,70.17,
LC08_191027_20160125,2016-01-25,191.0,27.0,75.01,
LC08_191027_20160226,2016-02-26,191.0,27.0,56.43,
LC08_191027_20160329,2016-03-29,191.0,27.0,55.23,
LC08_191027_20160430,2016-04-30,191.0,27.0,4.74,
LC08_191027_20160516,2016-05-16,191.0,27.0,89.43,
LC08_191027_20160617,2016-06-17,191.0,27.0,65.07,
LC08_191027_20160719,2016-07-19,191.0,27.0,24.82,
LC08_191027_20160804,2016-08-04,191.0,27.0,36.8,
LC08_191027_20160820,2016-08-20,191.0,27.0,21.95,
LC08_191027_20160905,2016-09-05,191.0,27.0,78.83,
LC08_191027_20160921,2016-09-21,191.0,27.0,50.91,
LC08_191027_20161023,2016-10-23,191.0,27.0,29.73,
LC08_191027_20161108,2016-11-08,191.0,27.0,79.19,
LC08_191027_20161124,2016-11-24,191.0,27.0,96.17,
LC08_191027_20161210,2016-12-10,191.0,27.0,18.4,
LC08_191027_20161226,2016-12-26,191.0,27.0,67.06,
LC08_191027_20170111,2017-01-11,191.0,27.0,40.67,
LC08_191027_20170127,2017-01-27,191.0,27.0,2.22,
LC08_191027_20170212,2017-02-12,191.0,27.0,75.64,
LC08_191027_20170228,2017-02-28,191.0,27.0,97.85,
LC08_191027_20170316,2017-03-16,191.0,27.0,29.52,
LC08_191027_20170401,2017-04-01,191.0,27.0,8.58,
LC08_191027_20170503,2017-05-03,191.0,27.0,91.58,
LC08_191027_20170519,2017-05-19,191.0,27.0,7.65,
LC08_191027_20170604,2017-06-04,191.0,27.0,91.34,
LC08_191027_20170620,2017-06-20,191.0,27.0,13.11,
LC08_191027_20170706,2017-07-06,191.0,27.0,5.78,
LC08_191027_20170722,2017-07-22,191.0,27.0,52.16,
LC08_191027_20170807,2017-08-07,191.0,27.0,47.83,
LC08_191027_20170823,2017-08-23,191.0,27.0,50.35,
LC08_191027_20170908,2017-09-08,191.0,27.0,40.42,
LC08_191027_20170924,2017-09-24,191.0,27.0,88.09,
LC08_191027_20171010,2017-10-10,191.0,27.0,40.15,
LC08_191027_20171026,2017-10-26,191.0,27.0,46.6,
LC08_191027_20171111,2017-11-11,191.0,27.0,94.15,
LC08_191027_20171127,2017-11-27,191.0,27.0,57.6,
LC08_191027_20171213,2017-12-13,191.0,27.0,57.59,
LC08_191027_20171229,2017-12-29,191.0,27.0,48.28,
LC08_192022_20130324,2013-03-24,192.0,22.0,47.21,
LC08_192022_20130413,2013-04-13,192.0,22.0,88.84,
LC08_192022_20130429,2013-04-29,192.0,22.0,84.56,
LC08_192022_20130515,2013-05-15,192.0,22.0,5.13,
LC08_192022_20130616,2013-06-16,192.0,22.0,54.28,
LC08_192022_20130702,2013-07-02,192.0,22.0,71.07,
LC08_192022_20130718,2013-07-18,192.0,22.0,9.58,
LC08_192022_20130803,2013-08-03,192.0,22.0,0.06,
LC08_192022_20130819,2013-08-19,192.0,22.0,69.96,
LC08_192022_20130904,2013-09-04,192.0,22.0,59.9,
LC08_192022_20131022,2013-10-22,192.0,22.0,42.76,
LC08_192022_20140126,2014-01-26,192.0,22.0,67.57,
LC08_192022_20140227,2014-02-27,192.0,22.0,64.26,
LC08_192022_20140315,2014-03-15,192.0,22.0,66.99,
LC08_192022_20140331,2014-03-31,192.0,22.0,21.36,
LC08_192022_20140416,2014-04-16,192.0,22.0,8.1,
LC08_192022_20140502,2014-05-02,192.0,22.0,91.27,
LC08_192022_20140705,2014-07-05,192.0,22.0,69.0,
LC08_192022_20140721,2014-07-21,192.0,22.0,3.48,
LC08_192022_20140806,2014-08-06,192.0,22.0,50.13,
LC08_192022_20140822,2014-08-22,192.0,22.0,72.16,
LC08_192022_20140907,2014-09-07,192.0,22.0,5.85,
LC08_192022_20140923,2014-09-23,192.0,22.0,34.82,
LC08_192022_20141025,2014-10-25,192.0,22.0,89.15,
LC08_192022_20150129,2015-01-29,192.0,22.0,68.48,
LC08_192022_20150214,2015-02-14,192.0,22.0,19.55,
LC08_192022_20150318,2015-03-18,192.0,22.0,0.03,
LC08_192022_20150403,2015-04-03,192.0,22.0,37.37,
LC08_192022_20150419,2015-04-19,192.0,22.0,2.19,
LC08_192022_20150521,2015-05-21,192.0,22.0,20.07,
LC08_192022_20150606,2015-06-06,192.0,22.0,49.49,
LC08_192022_20150708,2015-07-08,192.0,22.0,28.54,
LC08_192022_20150724,2015-07-24,192.0,22.0,59.06,
LC08_192022_20150809,2015-08-09,192.0,22.0,19.47,
LC08_192022_20150910,2015-09-10,192.0,22.0,17.75,
LC08_192022_20150926,2015-09-26,192.0,22.0,16.24,
LC08_192022_20151012,2015-10-12,192.0,22.0,21.39,
LC08_192022_20151028,2015-10-28,192.0,22.0,79.5,
LC08_192022_20160201,2016-02-01,192.0,22.0,72.23,
LC08_192022_20160217,2016-02-17,192.0,22.0,0.16,
LC08_192022_20160304,2016-03-04,192.0,22.0,71.59,
LC08_192022_20160405,2016-04-05,192.0,22.0,18.69,
LC08_192022_20160421,2016-04-21,192.0,22.0,36.85,
LC08_192022_20160507,2016-05-07,192.0,22.0,1.01,
LC08_192022_20160523,2016-05-23,192.0,22.0,2.86,
LC08_192022_20160608,2016-06-08,192.0,22.0,51.74,
LC08_192022_20160624,2016-06-24,192.0,22.0,0.02,
LC08_192022_20160726,2016-07-26,192.0,22.0,71.8,
LC08_192022_20160811,2016-08-11,192.0,22.0,54.9,
LC08_192022_20160827,2016-08-27,192.0,22.0,36.12,
LC08_192022_20160912,2016-09-12,192.0,22.0,4.18,
LC08_192022_20161014,2016-10-14,192.0,22.0,52.25,
LC08_192022_20161030,2016-10-30,192.0,22.0,33.36,
LC08_192022_20170323,2017-03-23,192.0,22.0,95.45,
LC08_192022_20170526,2017-05-26,192.0,22.0,8.9,
LC08_192022_20170611,2017-06-11,192.0,22.0,72.2,
LC08_192022_20170627,2017-06-27,192.0,22.0,44.41,
LC08_192022_20170713,2017-07-13,192.0,22.0,30.8,
LC08_192022_20170814,2017-08-14,192.0,22.0,21.44,
LC08_192022_20170830,2017-08-30,192.0,22.0,0.09,
LC08_192022_20170915,2017-09-15,192.0,22.0,36.89,
LC08_192022_20171001,2017-10-01,192.0,22.0,3.12,
LC08_192022_20171017,2017-10-17,192.0,22.0,1.61,
LC08_192023_20130324,2013-03-24,192.0,23.0,14.35,
LC08_192023_20130413,2013-04-13,192.0,23.0,83.16,
LC08_192023_20130429,2013-04-29,192.0,23.0,84.57,
LC08_192023_20130515,2013-05-15,192.0,23.0,4.69,
LC08_192023_20130616,2013-06-16,192.0,23.0,88.06,
LC08_192023_20130702,2013-07-02,192.0,23.0,49.69,
LC08_192023_20130718,2013-07-18,192.0,23.0,32.3,
LC08_192023_20130803,2013-08-03,192.0,23.0,2.21,
LC08_192023_20130819,2013-08-19,192.0,23.0,99.96,
LC08_192023_20131022,2013-10-22,192.0,23.0,28.62,
LC08_192023_20140126,2014-01-26,192.0,23.0,41.3,
LC08_192023_20140227,2014-02-27,192.0,23.0,54.69,
LC08_192023_20140331,2014-03-31,192.0,23.0,18.54,
LC08_192023_20140416,2014-04-16,192.0,23.0,7.94,
LC08_192023_20140705,2014-07-05,192.0,23.0,59.72,
LC08_192023_20140721,2014-07-21,192.0,23.0,18.46,
LC08_192023_20140806,2014-08-06,192.0,23.0,61.4,
LC08_192023_20140822,2014-08-22,192.0,23.0,68.59,
LC08_192023_20140907,2014-09-07,192.0,23.0,20.74,
LC08_192023_20140923,2014-09-23,192.0,23.0,38.23,
LC08_192023_20141009,2014-10-09,192.0,23.0,100.0,
LC08_192023_20141025,2014-10-25,192.0,23.0,100.0,
LC08_192023_20141110,2014-11-10,192.0,23.0,95.7,
LC08_192023_20150129,2015-01-29,192.0,23.0,25.58,
LC08_192023_20150214,2015-02-14,192.0,23.0,2.34,
LC08_192023_20150318,2015-03-18,192.0,23.0,0.01,
LC08_192023_20150403,2015-04-03,192.0,23.0,51.32,
LC08_192023_20150419,2015-04-19,192.0,23.0,24.1,
LC08_192023_20150505,2015-05-05,192.0,23.0,96.26,
LC08_192023_20150521,2015-05-21,192.0,23.0,50.55,
LC08_192023_20150606,2015-06-06,192.0,23.0,43.6,
LC08_192023_20150622,2015-06-22,192.0,23.0,93.43,
LC08_192023_20150708,2015-07-08,192.0,23.0,69.01,
LC08_192023_20150724,2015-07-24,192.0,23.0,34.76,
LC08_192023_20150809,2015-08-09,192.0,23.0,7.98,
LC08_192023_20150910,2015-09-10,192.0,23.0,47.2,
LC08_192023_20150926,2015-09-26,192.0,23.0,27.8,
LC08_192023_20151012,2015-10-12,192.0,23.0,0.06,
LC08_192023_20151028,2015-10-28,192.0,23.0,29.56,
LC08_192023_20160116,2016-01-16,192.0,23.0,86.08,
LC08_192023_20160201,2016-02-01,192.0,23.0,91.93,
LC08_192023_20160217,2016-02-17,192.0,23.0,2.1,
LC08_192023_20160304,2016-03-04,192.0,23.0,19.78,
LC08_192023_20160405,2016-04-05,192.0,23.0,29.5,
LC08_192023_20160421,2016-04-21,192.0,23.0,3.93,
LC08_192023_20160507,2016-05-07,192.0,23.0,7.86,
LC08_192023_20160523,2016-05-23,192.0,23.0,2.76,
LC08_192023_20160608,2016-06-08,192.0,23.0,4.42,
LC08_192023_20160624,2016-06-24,192.0,23.0,0.0,
LC08_192023_20160710,2016-07-10,192.0,23.0,56.07,
LC08_192023_20160726,2016-07-26,192.0,23.0,60.53,
LC08_192023_20160811,2016-08-11,192.0,23.0,61.08,
LC08_192023_20160827,2016-08-27,192.0,23.0,1.75,
LC08_192023_20160912,2016-09-12,192.0,23.0,0.77,
LC08_192023_20160928,2016-09-28,192.0,23.0,100.0,
LC08_192023_20161014,2016-10-14,192.0,23.0,99.9,
LC08_192023_20161030,2016-10-30,192.0,23.0,35.49,
